"commune_id","commune_nom","commune_geom","commune_chf_lieu","commune_centroid","commune_superficie","commune_population","pays_id","pays_nom","pays_geom","pays_centroid","pays_superficie","pays_population","pays_capitale"
"BE622","AWANS","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE623","AYWAILLE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE624","BASSENGE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE625","BEYNE HEUSAY","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE626","BLEGNY","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE627","CHAUDFONTAINE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE628","COMBLAIN AU PONT","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE629","DALHEM","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE63A","JALHAY","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE63B","LA CALAMINE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE63C","LIERNEUX","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE63D","LIMBOURG","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE63E","LONTZEN","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE63F","MALMEDY","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE63G","OLNE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE63H","PEPINSTER","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE63I","PLOMBIERES","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE63J","RAEREN","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE63K","SAINT-VITH","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE63L","SPA","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE63M","STAVELOT","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE63N","STOUMONT","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE63O","THEUX","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE63P","THIMISTER CLERMONT","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE63Q","TROIS PONTS","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE63R","WAIMES","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE63S","WELKENRAEDT","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE630","VERVIERS","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE631","AMEL","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE632","AUBEL","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE633","BAELEN","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE634","BULLANGE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE635","BUETGENBACH","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE636","BURG REULAND","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE637","DISON","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE638","EUPEN","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE639","HERVE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE64A","OREYE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE64B","REMICOURT","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE64C","ST GEORGES SUR MEUSE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE64D","WASSEIGES","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE640","WAREMME","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE641","BERLOZ","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE642","BRAIVES","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE643","CRISNEE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE644","DONCEEL","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE645","FAIMES","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE646","FEXHE LE HAUT CLOCHE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE647","GEER","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE648","HANNUT","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE649","LINCENT","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE71A","LEOPOLDSBURG (BOURG","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE71B","LUMMEN","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE71C","NIEUWERKERKEN","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE71D","OPGLABBEEK","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE71E","SINT-TRUIDEN (SAINT","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE71F","TESSENDERLO","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE71G","ZONHOVEN","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE71H","ZUTENDAAL","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE710","AS","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE711","BERINGEN","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE712","DIEPENBEEK","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE713","GENK","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE714","GINGELOM","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE715","IHALEN","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE716","HAM","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE717","HASSELT","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE718","HERK-DE-STAD (HERCK","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE719","HEUSDEN-ZOLDER","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE72A","NEERPELT","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE72B","OVERPELT","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE72C","PEER","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE720","BOCHOLT","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE721","BREE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE722","DILSEN-STOKKEM","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE723","HAMONT-ACHEL","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE724","HECHTEL-EKSEL","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE725","HOUTHALEN-HELCHTEREN","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE726","KINROOI","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE727","LOMMEL","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE728","MAASEIK","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE729","MEEUWEN-GRUITRODE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE73A","TONGEREN (TONGRES)","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE73B","VOEREN (FOURONS)","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE73C","WELLEN","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE730","ALKEN","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE731","BILZEN","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE732","BORGLOON (LOOZ)","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE733","HEERS","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE734","HERSTAPPE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE735","HOESELT","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE736","KORTESSEM","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE737","LANAKEN","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE738","MAASMECHELEN","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE739","RIEMST","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE810","ARLON","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE811","ATTERT","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE812","AUBANGE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE813","MARTELANGE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE814","MESSANCY","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE820","BASTOGNE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE821","BERTOGNE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE822","FAUVILLERS","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE823","GOUVY","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE824","HOUFFALIZE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE825","SAINTE ODE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE826","VAUX SUR SURE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE827","VIELSALM","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE830","MARCHE EN FAMENNE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE831","DURBUY","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE832","EREZEE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE833","HOTTON","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE834","LA ROCHE EN ARDENNE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE835","MANHAY","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE836","NASSOGNE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE837","RENDEUX","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE838","TENNEVILLE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE84A","TELLIN","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE84B","WELLIN","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE840","NEUFCHATEAU","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE841","BERTRIX","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE842","BOUILLON","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE843","DAVERDISSE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE844","HERBEUMONT","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE845","L'EGLISE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE846","LIBIN","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE847","LIBRAMONT CHEVIGNY","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE848","PALISEUL","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE849","SAINT HUBERT","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE850","VIRTON","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE851","CHINY","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE852","ETALLE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE853","FLORENVILLE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE854","HABAY","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE855","MEIX DEVANT VIRTON","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE856","MUSSON","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE857","ROUVROY","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE858","SAINT LEGER","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE859","TINTIGNY","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE91A","ONHAYE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE91B","ROCHEFORT","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE91C","SOMME LEUZE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE91D","VRESSE SUR SEMOIS","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE91E","YVOIR","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE910","DINANT","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE911","ANHEE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE912","BEAURAING","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE913","BIEVRE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE914","CINEY","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE915","GEDINNE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE916","HAMOIS","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE917","HASTIERE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE918","HAVELANGE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE919","HOUYET","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE92A","LA BRUYERE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE92B","METTET","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE92C","OHEY","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE92D","PROFONDEVILLE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE92E","SAMBREVILLE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE92F","SOMBREFFE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE920","NAMUR","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE921","ANDENNE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE922","ASSESSE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE923","EGHEZEE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE924","FERNELMONT","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE925","FLOREFFE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE926","FOSSES LA VILLE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE927","GEMBLOUX","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE928","GESVES","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE929","JEMEPPE SUR SAMBRE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE930","PHILIPPEVILLE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE931","CERFONTAINE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE932","COUVIN","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE933","DOISCHE","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE934","FLORENNES","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE935","VIROINVAL","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE936","WALCOURT","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"BE999","BELGIQUE SAI","Null","Null","Null","","","BE","Belgique","Null","Null","","",""
"LU100","CLERVAUX","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU101","CONSTHUM","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU102","HEINERSCHEID","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU103","HOSINGEN","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU104","MUNSHAUSEN","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU105","TROISVIERGES","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU106","WEISWAMPACH","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU107","WINCRANGE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU11A","MERTZIG","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU11B","REISDORF","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU11C","SCHIEREN","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU110","BASTENDORF","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU111","BETTENDORF","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU112","BOURSCHEID","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU113","DIEKIRCH","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU114","ERMSDORF","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU115","ERPELDANGE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU116","ETTELBRUCK","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU117","FEULEN","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU118","HOSCHEID","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU119","MEDERNACH","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU12A","PREIZERDAUL","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU120","BECKERICH","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU121","BETTBORN","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU122","ELL","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU123","GROSBOUS","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU124","RAMBROUCH","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU125","REDANGE-ATTERT","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU126","SAEUL","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU127","USELDANGE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU128","VICHTEN","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU129","WAHL","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU130","FOUHREN","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU131","PUTSCHEID","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU132","VIANDEN","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU14A","WINSELER","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU140","BOULAIDE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU141","ESCH-SUR-SURE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU142","ESCHWEILER","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU143","GOESDORF","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU144","HEIDERSCHEID","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU145","KAUTENBACH","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU146","LAC HAUTE SURE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU147","NEUNHAUSEN","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU148","WILTZ","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU149","WILWERWILTZ","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU200","BEAUFORT","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU201","BECH","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU202","BERDORF","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU203","CONSDORF","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU204","ECHTERNACH","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU205","MOMPACH","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU206","ROSPORT","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU207","WALDBILLIG","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU210","BETZDORF","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU211","BIWER","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU212","FLAXWEILER","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU213","GREVENMACHER","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU214","JUNGLINSTER","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU215","MANTERNACH","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU216","MERTERT","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU217","WORMELDANGE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU220","BOUS","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU221","BURMERANGE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU222","DALHEIM","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU223","LENNINGEN","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU224","MONDORF-LES-BAINS","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU225","REMERSCHEN","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU226","REMICH","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU227","STADTBREDIMUS","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU228","WALDBREDIMUS","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU229","WELLENSTEIN","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU30A","STEINFORT","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU300","BASCHARAGE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU301","CLEMENCY","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU302","DIPPACH","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU303","GARNICH","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU304","HOBSCHEID","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU305","KEHLEN","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU306","KOERICH","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU307","KOPSTAL","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU308","MAMER","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU309","SEPTFONTAINES","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU31A","ROESER","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU31B","RUMELANGE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU31C","SANEM","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU31D","SCHIFFLANGE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU310","BETTEMBOURG","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU311","DIFFERDANGE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU312","DUDELANGE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU313","ESCH-SUR-ALZETTE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU314","FRISANGE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU315","KAYL","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU316","LEUDELANGE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU317","MONDERCANGE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU318","PETANGE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU319","RECKANGE-SUR-MESS","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU32A","WEILER-LA-TOUR","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU320","LUXEMBOURG","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU321","BERTRANGE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU322","CONTERN","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU323","HESPERANGE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU324","NIEDERANVEN","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU325","SANDWEILER","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU326","SCHUTTRANGE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU327","STEINSEL","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU328","STRASSEN","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU329","WALFERDANGE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU33A","TUNTANGE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU330","BERG","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU331","BISSEN","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU332","BOEVANGE-ATTERT","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU333","FISCHBACH","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU334","HEFFINGEN","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU335","LAROCHETTE","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU336","LINTGEN","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU337","LORENTZWEILER","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU338","MERSCH","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU339","NOMMERN","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"LU999","LUXEMBOURG SAI","Null","Null","Null","","","LU","Luxembourg","Null","Null","","",""
"MO001","MONACO","Null","Null","Null","","","MO","Monaco","Null","Null","","",""
"SUA1A","BALTSCHIEDER","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1B","BELLWALD","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1C","BETTEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1D","BIEL (VALAIS)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1E","BINN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1F","BIRGISCH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1G","BISTER","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1H","BITSCH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1I","BLATTEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1J","BLITZINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1K","BOURG SAINT PIERRE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1L","BOVERNIER","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1M","BRATSCH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1N","BRIG GLIS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1O","BUERCHEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1P","CHALAIS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1Q","CHAMOSON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1R","CHAMPERY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1S","CHANDOLIN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1T","CHARRAT","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1U","CHERMIGNON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1V","CHIPPIS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
