"commune_id","commune_nom","commune_geom","commune_chf_lieu","commune_centroid","commune_superficie","commune_population","pays_id","pays_nom","pays_geom","pays_centroid","pays_superficie","pays_population","pays_capitale"
"SUA1W","COLLOMBEY MURAZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1X","COLLONGES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1Y","CONTHEY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA1Z","DORENAZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA11","AGARN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA12","ALBINEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA13","ARBAZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA14","ARDON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA15","AUSSERBERG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA16","AUSSERBINN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA17","AYENT","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA18","AYER","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA19","BAGNES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2A","FERDEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2B","FESCHEL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2C","FIESCH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2D","FIESCHERTAL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2E","FILET","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2F","FINHAUT","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2G","FULLY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2H","GAMPEL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2I","GESCHINEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2J","GLURINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2K","GOPPISBERG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2L","GRAECHEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2M","GREICH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2N","GRENGIOLS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2O","GRIMENTZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2P","GRIMISUAT","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2Q","GRONE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2R","GURTET","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2S","HEREMENCE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2T","HOHTENN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2U","ICOGNE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2V","INDEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2W","ISERABLES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2X","KIPPEL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2Y","LALDEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA2Z","LAX","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA21","EGGERBERG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA22","EISCHOLL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA23","EISTEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA24","EMBD","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA25","ERGISCH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA26","ERNEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA27","ERSCHMATT","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA28","EVIONNAZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA29","EVOLENE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3A","MASE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3B","MASSONGEX","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3C","MEX (VALAIS)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3D","MIEGE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3E","MOEREL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3F","MOLLENS (VALAIS)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3G","MONTANA","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3H","MONTHEY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3I","MUEHLEBACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3J","MUENSTER","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3K","MUND","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3L","NATERS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3M","NAX","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3N","NENDAZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3O","NIEDERGESTELN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3P","NIEDERWALD","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3Q","OBEREMS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3R","OBERGESTELN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3S","OBERWALD","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3T","ORSIERES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3U","PORT VALAIS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3V","RANDA","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3W","IRANDOGNE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3X","RARON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3Y","RECKINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA3Z","RIDDES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA31","LENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA32","LES AGETTES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA33","LEUK","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA34","LEUKERBAD","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA35","LEYTRON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA36","LIDDES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA37","MARTIGNY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA38","MARTIGNY COMBE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA39","MARTISBERG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4A","SAINT JEAN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4B","SAINT LEONARD","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4C","SAINT LUC","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4D","SAINT MARTIN (VALAIS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4E","SAINT MA(JRICE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4F","SALGESCH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4G","SALINS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4H","SALVAN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4I","SAVIESE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4J","SAXON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4K","SELKINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4L","SEMBRANCHER","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4M","SIERRE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4N","SIMPLON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4O","SION","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4P","INT NIKLAUS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4Q","STALDEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4R","STALDENRIED","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4S","STEG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4T","STEINHAUS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4U","TAESCH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4V","TERMEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4W","TOERBEL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4X","TRIENT","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4Y","TROISTORRENTS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA4Z","TURTMANN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA41","RIED BRIG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA42","RIED MOEREL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA43","RITZINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA44","SAAS ALMAGELL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA45","SAAS BALEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA46","SAAS FEE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA47","SAAS GRUND","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA48","SAILLON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA49","SAINT GINGOLPH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA5A","VETROZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA5B","VEX","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA5C","VEYRAS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA5D","VEYSONNAZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA5E","VIONNAZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA5F","VISP","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA5G","VISPERTERMINEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA5H","VISSOIE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA5I","VOLLEGES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA5J","VOUVRY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA5K","WILER (LOETSCHEN).","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA5L","ZENEGGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA5M","ZERMATT","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA5N","ZWISCHBERGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA5O","GRAFSCHAFT","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA5P","RIEDERALP","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA51","ULRICHEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA52","UNTERBAECH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA53","UNTEREMS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA54","VAL D ILLIEZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA55","VAREN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA56","VENTHONE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA57","VERNAMIEGE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA58","VERNAYAZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUA59","VEROSSAZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1A","CERNIER","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1B","CHEZARD SAINT MARTIN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1C","COFFRANE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1D","COLOMBIER (NEUCHATEL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1E","CORCELLES CORMONDREC","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1F","CORNAUX","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1G","CORTAILLOD","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1H","COUVET","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1I","CRESSIER (NEUCHATEL)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1J","DOMBRESSON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1K","ENGES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1L","ENGOLLON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1M","FENIN VILARS SAULES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1N","FLEURIER","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1O","FONTAINEMELON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1P","FONTAINES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1Q","FRESENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1R","GORGIER","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1S","HAUTERIVE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1T","LA BREVINE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1U","LA CHAUX DE FONDS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1V","LA CHAUX DU MILIEU","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1W","LA COTE AUX FEES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1X","LASAGNE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1Y","LE CERNEUX PEQUIGNOT","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB1Z","LELANDERON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB11","AUVERNIER","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB12","BEVAIX","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB13","BOLE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB14","BOUDEVILLIERS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB15","BOUDRY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB16","BOVERESSE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB17","BROT DESSOUS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB18","BROT PLAMBOZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB19","BUTTES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB2A","LIGNIERES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB2B","MARIN EPAGNIER","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB2C","MONTALCHEZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB2D","MONTMOLLIN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB2E","MOTIERS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB2F","NEUCHATEL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB2G","NOIRAIGUE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB2H","PESEUX","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB2I","ROCHEFORT","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB2J","SAINT AUBIN SAUGES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB2K","SAINT BLAISE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB2L","SAINT SULPICE (NEUCH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB2M","SAVAGNIER","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB2N","THIELLE WAVRE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB2O","TRAVERS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB2P","VALANGIN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB2Q","VAUMARCUS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB2R","VILLIERS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB21","LE LOCLE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB22","LE PAQUIER (NEUCHATE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB23","LES BAYARDS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB24","LES BRENETS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB25","LES GENEVEYS SUR COF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB26","LES HAUTS GENEVEYS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB27","LES PLANCHETTES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB28","LES PONTS DE MARTEL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUB29","LES VERRIERES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SUC1A","CELIGNY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
